Name,Address,Price,Apartment Units,Distance,Info,Rating,Tags
Noho Urban Apartments,"6226 Colfax Ave, Los Angeles, California(CA) 91606","3,395","[{'bedroom': '2', 'price': '2,700'}, {'bedroom': '3', 'price': '3,395'}]",20.3km,"{'walking': '375', 'cycling': '100', 'transit': '96', 'driving': '36'}",4.6(61),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
4410 Sepulveda Apartments,"4410 Sepulveda Blvd, Los Angeles, California(CA) 91403","3,495","[{'bedroom': '2', 'price': '3,495'}]",22.01km,"{'walking': '429', 'cycling': '121', 'transit': '91', 'driving': '32'}",2.6(35),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Bradford Terrace Senior Apartments,"1112 N Bradford Ave, Placentia, California(CA) 92870","1,850","[{'bedroom': '1', 'price': '1,850'}, {'bedroom': '2', 'price': '2,100'}]",41.71km,"{'walking': None, 'cycling': None, 'transit': None, 'driving': None}",2.4(75),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Gables West,"15505 Nordhoff Street, Los Angeles, California(CA) 91343","1,845","[{'bedroom': '1', 'price': '1,845'}]",29.29km,"{'walking': '535', 'cycling': '142', 'transit': '478', 'driving': '38'}",2.1(60),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
The Biarritz Apartments,"316 San Vicente Boulevard, Santa Monica, California(CA) 90402","3,650","[{'bedroom': '1', 'price': '3,650'}]",20.85km,"{'walking': '329', 'cycling': '87', 'transit': '91', 'driving': '27'}",3.2(42),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
The Waterfront,"919 Bayside Drive, Newport Beach, California(CA) 92660","4,740","[{'bedroom': '2', 'price': '4,740'}, {'bedroom': '3', 'price': '9,995'}]",58.43km,"{'walking': None, 'cycling': None, 'transit': None, 'driving': None}",2.7(65),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
The 6800,"The 6800, Los Angeles, California(CA) 91304","3,667","[{'bedroom': '2', 'price': '3,667'}, {'bedroom': '3', 'price': '4,197'}]",34.19km,"{'walking': '619', 'cycling': '169', 'transit': '110', 'driving': '44'}",4.9(66),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Dronfield Astoria,"13140 Dronfield Ave, Los Angeles, California(CA) 91342","1,907","[{'bedroom': '1', 'price': '1,907'}, {'bedroom': '2', 'price': '2,354'}, {'bedroom': '3', 'price': '2,514'}]",35km,"{'walking': '554', 'cycling': '131', 'transit': '116', 'driving': '41'}",3.4(65),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Newhall Crossings,"24450 Main Street, Santa Clarita, California(CA) 91321","3,385","[{'bedroom': '3', 'price': '3,385'}]",45.84km,"{'walking': None, 'cycling': None, 'transit': None, 'driving': None}",5.0(64),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
The Village Apartments,"17442 Sherman Way, Los Angeles, California(CA) 91406","2,242","[{'bedroom': '1', 'price': '2,242'}, {'bedroom': '2', 'price': '2,635'}]",28.97km,"{'walking': '550', 'cycling': '144', 'transit': '135', 'driving': '35'}",4.2(15),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Gables East,"15441 Nordhoff Street, Los Angeles, California(CA) 91343","2,200","[{'bedroom': '2', 'price': '2,200'}, {'bedroom': '3', 'price': '2,700'}]",29.19km,"{'walking': '533', 'cycling': '140', 'transit': '181', 'driving': '32'}",2.1(54),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Woodman Apartments,"8811 Woodman Avenue, Los Angeles, California(CA) 91331","1,865","[{'bedroom': '1', 'price': '1,865'}]",27.01km,"{'walking': '487', 'cycling': '129', 'transit': '133', 'driving': '39'}",2.8(45),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Sepulveda Landmark,"9250 Sepulveda Blvd, Los Angeles, California(CA) 91343","1,595","[{'bedroom': '1', 'price': '1,595'}]",29.36km,"{'walking': '536', 'cycling': '142', 'transit': '174', 'driving': '34'}",2.3(79),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Villa La Paloma,"7722 Reseda Blvd, Los Angeles, California(CA) 91335","1,725","[{'bedroom': 'Studio', 'price': '1,200'}, {'bedroom': '1', 'price': '1,725'}]",31.2km,"{'walking': '583', 'cycling': '154', 'transit': '144', 'driving': '40'}",3.3(53),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Country Club Apartments,"15210 Sherman Way, Los Angeles, California(CA) 91405","1,775","[{'bedroom': 'Studio', 'price': '1,775'}]",25.81km,"{'walking': '497', 'cycling': '130', 'transit': '139', 'driving': '33'}",4.3(45),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
The Palm @ Valley Glen,"13464 Victory Blvd, Los Angeles, California(CA) 91401","2,095","[{'bedroom': '1', 'price': '2,095'}]",22.43km,"{'walking': '431', 'cycling': '115', 'transit': '94', 'driving': '38'}",3.2(53),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Chateau Oaks,"14248 Dickens Street, Los Angeles, California(CA) 91423","2,495","[{'bedroom': '1', 'price': '2,495'}]",20.31km,"{'walking': '398', 'cycling': '114', 'transit': '153', 'driving': '33'}",2.5(73),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Blue North,"7850 Reseda Blvd, Los Angeles, California(CA) 91335","1,695","[{'bedroom': 'Studio', 'price': '1,695'}, {'bedroom': '1', 'price': '2,295'}]",31.41km,"{'walking': '587', 'cycling': '154', 'transit': '112', 'driving': '40'}",4.3(94),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Crown Encino Apartment Homes,"5320 Newcastle Avenue, Los Angeles, California(CA) 91316","2,450","[{'bedroom': '2', 'price': '2,450'}]",27.28km,"{'walking': '506', 'cycling': '150', 'transit': '126', 'driving': '33'}",3.6(41),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Aqua North,"10130 Sepulveda Boulevard, Los Angeles County, California 91345","1,865","[{'bedroom': '1', 'price': '1,865'}, {'bedroom': '2', 'price': '2,295'}]",30.82km,"{'walking': '546', 'cycling': '130', 'transit': '153', 'driving': '35'}",2.8(39),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Willis Park West,"4573 Willis Avenue, Los Angeles, California(CA) 91403","2,495","[{'bedroom': '1', 'price': '1,900'}, {'bedroom': '2', 'price': '2,495'}, {'bedroom': '3', 'price': '3,521'}]",21.48km,"{'walking': '414', 'cycling': '117', 'transit': '103', 'driving': '30'}",3.5(67),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Willis Park South,"4553 Willis Avenue, Los Angeles, California(CA) 91403","2,195","[{'bedroom': 'Studio', 'price': '1,700'}, {'bedroom': '1', 'price': '2,195'}, {'bedroom': '2', 'price': '2,300'}]",21.47km,"{'walking': '414', 'cycling': '117', 'transit': '147', 'driving': '30'}",4.1(98),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Aqua South,"10110 Sepulveda Blvd, Los Angeles, California(CA) 91345","1,685","[{'bedroom': 'Studio', 'price': '1,685'}, {'bedroom': '1', 'price': '1,985'}]",30.75km,"{'walking': '547', 'cycling': '130', 'transit': '175', 'driving': '35'}",4.1(62),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Balboa Court,"16915 Napa Street, Los Angeles, California(CA) 91343","1,895","[{'bedroom': '1', 'price': '1,895'}, {'bedroom': '2', 'price': '2,287'}]",30.32km,"{'walking': '573', 'cycling': '150', 'transit': '167', 'driving': '37'}",3.1(22),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Magnolia,"14358 Magnolia Boulevard, Los Angeles, California(CA) 91423","1,595","[{'bedroom': '2', 'price': '1,595'}]",21.66km,"{'walking': '420', 'cycling': '116', 'transit': '142', 'driving': '34'}",3.1(76),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Terraces at Tarzana,"5919 Reseda Boulevard, Los Angeles, California(CA) 91356","1,825","[{'bedroom': '1', 'price': '1,825'}]",28.96km,"{'walking': '535', 'cycling': '149', 'transit': '97', 'driving': '38'}",4.3(17),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
South Park Apartments,"4320 Van Nuys Boulevard, Los Angeles, California(CA) 91403","2,045","[{'bedroom': 'Studio', 'price': '2,045'}, {'bedroom': '1', 'price': '2,100'}]",20.69km,"{'walking': '404', 'cycling': '116', 'transit': '149', 'driving': '32'}",2.9(13),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Willis Park East,"4600 Willis Avenue, Los Angeles, California(CA) 91403","2,295","[{'bedroom': '1', 'price': '2,295'}, {'bedroom': '2', 'price': '2,400'}, {'bedroom': '3', 'price': '2,600'}]",21.44km,"{'walking': '415', 'cycling': '117', 'transit': '145', 'driving': '30'}",3.9(9),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
The Park,"4740 Kester Avenue, Los Angeles, California(CA) 91403","2,295","[{'bedroom': '1', 'price': '1,800'}]",21.79km,"{'walking': '421', 'cycling': '116', 'transit': '162', 'driving': '30'}",3.1(89),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Park Dickens,"14440 Dickens Street, Los Angeles, California(CA) 91423","2,195","[{'bedroom': '1', 'price': '2,195'}, {'bedroom': '2', 'price': '2,495'}]",20.61km,"{'walking': '402', 'cycling': '115', 'transit': '150', 'driving': '33'}",2.1(90),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Yarmouth Apartments,"5461 Yarmouth Avenue, Los Angeles, California(CA) 91316","2,175","[{'bedroom': 'Studio', 'price': '1,800'}, {'bedroom': '1', 'price': '2,175'}, {'bedroom': '2', 'price': '2,659'}]",27.23km,"{'walking': '506', 'cycling': '148', 'transit': '131', 'driving': '35'}",2.8(15),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Villa Park,"6740 Hayvenhurst Avenue, Los Angeles, California(CA) 91406","1,735","[{'bedroom': '1', 'price': '1,735'}, {'bedroom': '2', 'price': '1,956'}, {'bedroom': '3', 'price': '2,468'}]",26.9km,"{'walking': '512', 'cycling': '135', 'transit': '106', 'driving': '32'}",4.8(84),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
NMS Cara,"1743 Butler Ave, Los Angeles, California(CA) 90025","1,686","[{'bedroom': 'Studio', 'price': '1,686'}]",15.34km,"{'walking': '211', 'cycling': '62', 'transit': '57', 'driving': '20'}",2.5(37),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
eaves woodland hills,"22122 Victory Blvd, Los Angeles, California(CA) 91367","1,690","[{'bedroom': 'Studio', 'price': '1,690'}, {'bedroom': '1', 'price': '2,080'}, {'bedroom': '2', 'price': '2,770'}]",34.98km,"{'walking': '636', 'cycling': '170', 'transit': '140', 'driving': '40'}",3.0(12),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
eaves warner center,"5727 Canoga Avenue, Los Angeles, California(CA) 91367","2,550","[{'bedroom': '2', 'price': '2,550'}]",33.44km,"{'walking': '609', 'cycling': '171', 'transit': '139', 'driving': '35'}",4.4(53),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
eaves thousand oaks,"351 Hodencamp Rd, Thousand Oaks, California(CA) 91360","2,118","[{'bedroom': 'Studio', 'price': '2,118'}, {'bedroom': '1', 'price': '2,595'}, {'bedroom': '2', 'price': '3,088'}]",56.75km,"{'walking': None, 'cycling': None, 'transit': None, 'driving': None}",2.3(58),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Avalon Thousand Oaks Plaza,"235 N Conejo School Rd, Thousand Oaks, California(CA) 91362","2,446","[{'bedroom': '1', 'price': '2,446'}, {'bedroom': '2', 'price': '2,875'}]",54.37km,"{'walking': None, 'cycling': None, 'transit': None, 'driving': None}",2.7(100),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
eaves san dimas,"477 East Bonita Avenue, San Dimas, California(CA) 91773","2,205","[{'bedroom': '2', 'price': '2,205'}]",45.81km,"{'walking': None, 'cycling': None, 'transit': None, 'driving': None}",4.1(63),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
eaves mission viejo,"24950 Via Florecer, Mission Viejo, California(CA) 92692","2,735","[{'bedroom': '2', 'price': '2,735'}]",74.86km,"{'walking': None, 'cycling': None, 'transit': None, 'driving': None}",4.8(87),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
eaves san dimas canyon,"325 South San Dimas Canyon Road, San Dimas, California(CA) 91773","2,260","[{'bedroom': '2', 'price': '2,260'}]",46.07km,"{'walking': None, 'cycling': None, 'transit': None, 'driving': None}",2.3(25),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
eaves huntington beach,"6700 Warner Avenue, Huntington Beach, California(CA) 92647","2,360","[{'bedroom': '1', 'price': '2,360'}, {'bedroom': '2', 'price': '2,650'}]",42.62km,"{'walking': None, 'cycling': None, 'transit': None, 'driving': None}",3.3(69),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Andalucia,"686 E Union St, Los Angeles, California(CA) 91101","2,352","[{'bedroom': 'Studio', 'price': '2,352'}, {'bedroom': '1', 'price': '2,685'}]",19.52km,"{'walking': '277', 'cycling': '77', 'transit': '76', 'driving': '28'}",3.8(73),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym', 'Pets allowed']"
Clair Del Gardens,"4701 CLAIR DEL AVE, Los Angeles, California(CA) 90807","1,745","[{'bedroom': '1', 'price': '1,745'}, {'bedroom': '2', 'price': '2,130'}]",22.6km,"{'walking': '342', 'cycling': '102', 'transit': '84', 'driving': '33'}",2.3(71),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym']"
The Current,"707 E Ocean Blvd, Los Angeles, California(CA) 90802","2,430","[{'bedroom': 'Studio', 'price': '2,430'}, {'bedroom': '1', 'price': '2,470'}, {'bedroom': '2', 'price': '3,220'}]",30.01km,"{'walking': '425', 'cycling': '127', 'transit': '86', 'driving': '34'}",3.6(89),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym', 'Pets allowed']"
Azure,"Azure Apartments, Los Angeles, California(CA) 91304","3,093","[{'bedroom': '2', 'price': '3,093'}, {'bedroom': '3', 'price': '3,461'}]",36.49km,"{'walking': '665', 'cycling': '177', 'transit': '126', 'driving': '45'}",3.9(83),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With elevator', 'With air conditioning', 'With gym', 'Pets allowed']"
Town Center Apartments,"333 ANDOVER DR, Los Angeles, California(CA) 91504","1,995","[{'bedroom': '1', 'price': '1,995'}]",19.38km,"{'walking': '284', 'cycling': '82', 'transit': '107', 'driving': '27'}",3.0(97),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym']"
5501 Laurel Canyon Blvd,"5501 Laurel Canyon Blvd, Los Angeles, California(CA) 91607","2,250","[{'bedroom': '1', 'price': '2,250'}, {'bedroom': '2', 'price': '2,700'}]",19.42km,"{'walking': '375', 'cycling': '100', 'transit': '107', 'driving': '34'}",3.9(85),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Skye at Warner Center,"20944 W Vanowen St, Los Angeles, California(CA) 91303","2,575","[{'bedroom': '1', 'price': '2,575'}, {'bedroom': '2', 'price': '3,245'}]",33.94km,"{'walking': '616', 'cycling': '169', 'transit': '149', 'driving': '50'}",4.3(73),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Sophia Ridge,"9601 Reseda Blvd, Los Angeles, California(CA) 91324","2,025","[{'bedroom': '1', 'price': '2,025'}]",33.91km,"{'walking': '633', 'cycling': '165', 'transit': '125', 'driving': '44'}",4.5(51),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Chateau Vincennes,"18541 Vincennes Street, Los Angeles, California(CA) 91324","1,895","[{'bedroom': '1', 'price': '1,895'}, {'bedroom': '2', 'price': '2,495'}]",33.69km,"{'walking': '628', 'cycling': '164', 'transit': '122', 'driving': '43'}",3.4(12),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Zelzah Court,"9810 Zelzah Avenue, Los Angeles, California(CA) 91325","1,948","[{'bedroom': '1', 'price': '1,948'}, {'bedroom': '2', 'price': '2,683'}]",33.39km,"{'walking': '620', 'cycling': '161', 'transit': '218', 'driving': '41'}",4.3(48),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Merridy Court,"17830 Merridy Street, Los Angeles, California(CA) 91325","1,825","[{'bedroom': '1', 'price': '1,825'}]",33.63km,"{'walking': '619', 'cycling': '149', 'transit': '215', 'driving': '40'}",3.2(49),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Brookwood,"18537 East Arrow Highway, Los Angeles County, California 91722","2,300","[{'bedroom': '1', 'price': '2,300'}, {'bedroom': '2', 'price': '2,500'}]",37.79km,"{'walking': '591', 'cycling': '152', 'transit': '99', 'driving': '40'}",4.4(42),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
24700 McBean Pkwy,"24700 McBean Pkwy, Santa Clarita, California(CA) 91355","2,420","[{'bedroom': '1', 'price': '2,420'}]",48.74km,"{'walking': None, 'cycling': None, 'transit': None, 'driving': None}",4.1(41),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Northridge,"9710 Zelzah Avenue, Los Angeles, California(CA) 91325","2,045","[{'bedroom': '2', 'price': '2,045'}]",33.38km,"{'walking': '555', 'cycling': '164', 'transit': '162', 'driving': '40'}",3.1(39),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym', 'Pets allowed']"
Premium Draco Apartments,"1073 Exposition Blvd, Los Angeles, California(CA) 90007",975,"[{'bedroom': '2', 'price': '975'}, {'bedroom': '3', 'price': '1,350'}]",0.88km,"{'walking': '14', 'cycling': '6', 'transit': '14', 'driving': '6'}",4.7(22),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
Perseus Apartments,"1189 W 37th Place, Los Angeles, California(CA) 90007","4,200","[{'bedroom': '3', 'price': '4,200'}]",0.88km,"{'walking': '16', 'cycling': '5', 'transit': '16', 'driving': '5'}",5.0(50),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
Lyra Victorian Home,"1325 W Adams Blvd, Los Angeles, California(CA) 90007",900,"[{'bedroom': 'Single', 'price': '900'}, {'bedroom': '2', 'price': '2,800'}]",0.96km,"{'walking': '16', 'cycling': '5', 'transit': '16', 'driving': '5'}",2.9(35),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
1426 W 27th St,"1426 W 27th St, Los Angeles, California(CA) 90007","1,000","[{'bedroom': 'Single', 'price': '1,000'}]",1.11km,"{'walking': '19', 'cycling': '8', 'transit': '15', 'driving': '5'}",4.5(2),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'With indoor washing and drying', 'Near supermarket']"
Centaurus Studio 2,"1327 W Adams Bl - Upstairs, Los Angeles, California(CA) 90007","1,850","[{'bedroom': '1', 'price': '1,850'}]",1.26km,"{'walking': '22', 'cycling': '6', 'transit': '15', 'driving': '6'}",4.4(31),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'Free regular cleaning', 'With furniture ', 'With indoor washing and drying']"
Premium Centaurs Rooms,"1325 W Adams Blvd, Los Angeles, California(CA) 90007",900,"[{'bedroom': 'Single', 'price': '900'}]",1.26km,"{'walking': '22', 'cycling': '6', 'transit': '15', 'driving': '6'}",3.3(73),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
928 S. Broadway,"928 S. Broadway , #532, Los Angeles, California(CA) 90015","1,395","[{'bedroom': '2', 'price': '1,395'}]",3.41km,"{'walking': '54', 'cycling': '17', 'transit': '33', 'driving': '14'}",2.3(97),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'Short-term rental available']"
The Winfield,"406 W 7th St, Los Angeles, California(CA) 90014",829,"[{'bedroom': '1', 'price': '829'}]",3.84km,"{'walking': '65', 'cycling': '18', 'transit': '19', 'driving': '14'}",4.9(49),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
3033 Wilshire,"3033 Wilshire Blvd, Los Angeles, California(CA) 90010","2,138","[{'bedroom': 'Studio', 'price': '2,138'}, {'bedroom': '1', 'price': '2,988'}, {'bedroom': '2', 'price': '4,232'}]",4.46km,"{'walking': '64', 'cycling': '20', 'transit': '26', 'driving': '16'}",2.3(33),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With elevator', 'With gym' , 'Pets allowed']"
Plaza at Lafayette,"401 S La Fayette Park Pl, Los Angeles, California(CA) 90057","1,900","[{'bedroom': 'Studio', 'price': '1,900'}, {'bedroom': '1', 'price': '2,290'}, {'bedroom': '2', 'price': '2,530'}]",4.84km,"{'walking': '65', 'cycling': '21', 'transit': '36', 'driving': '17'}",3.4(21),"['With window view', 'Free service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'With gym', 'Available for short-term rental ']"
Premium Delphi Apartments,"2616 Wellington Rd, Los Angeles, California(CA) 90016","3,700","[{'bedroom': '3', 'price': '3,700'}]",5km,"{'walking': '73', 'cycling': '24', 'transit': '32', 'driving': '12'}",4.2(25),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
634 N Boyle Avenue,"634 North Boyle Avenue, Los Angeles, California(CA) 90033","1,725","[{'bedroom': 'Single', 'price': '1,725'}]",7.22km,"{'walking': '124', 'cycling': '36', 'transit': '40', 'driving': '19'}",3.9(91),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'With indoor washing and drying', 'Available Short Term Rentals']"
The Palazzo at Park La Brea,"6220 W 3rd St, Los Angeles, California(CA) 90036","2,387","[{'bedroom': '1', 'price': '2,387'}, {'bedroom': '2', 'price': '3,249'}, {'bedroom': '3', 'price': '5,249'}]",8.46km,"{'walking': '142', 'cycling': '41', 'transit': '70', 'driving': '25'}",3.6(14),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'With gym', 'Pets allowed' ', 'Package collection']"
New Hampshire Apartments,"143 1/2 N New Hampshire Ave, Los Angeles, California(CA) 90004","2,500","[{'bedroom': '2', 'price': '2,500'}]",5.8km,"{'walking': '80', 'cycling': '26', 'transit': '40', 'driving': '20'}",3.5(84),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'Pets allowed']"
sunset vine tower,"1480 Vine St, Los Angeles, California(CA) 90028","8,995","[{'bedroom': '2', 'price': '8,995'}]",9.2km,"{'walking': '163', 'cycling': '44', 'transit': '50', 'driving': '25'}",3.3(96),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee']"
Concourse,"5875 West Interceptor Street, Los Angeles, California(CA) 90045","1,645","[{'bedroom': 'Single', 'price': '1,645'}, {'bedroom': '1', 'price': '2,379'}, {'bedroom': '2', 'price': '3,387'}]",11.96km,"{'walking': '178', 'cycling': '56', 'transit': '52', 'driving': '27'}",2.4(91),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym', 'Pets allowed', 'Free shuttle transfer' ']"
Beverly Terrace,"469 North Doheny Drive, Los Angeles, California(CA) 90210","2,920","[{'bedroom': '1', 'price': '2,920'}]",11.63km,"{'walking': '178', 'cycling': '53', 'transit': '73', 'driving': '29'}",2.2(50),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'Furnished', 'Flexible rental period' ', 'Flexible rent', 'Short-term rental available']"
Shores,"4201 Via Marina, Santa Monica, California(CA) 90292","3,095","[{'bedroom': '1', 'price': '3,095'}, {'bedroom': '2', 'price': '3,695'}]",16.83km,"{'walking': '240', 'cycling': '75', 'transit': '72', 'driving': '30'}",2.2(30),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'Package collection', 'With gym ', 'Pets allowed']"
The Shores,"2700 Neilson Way, Santa Monica, California(CA) 90405","2,895","[{'bedroom': '1', 'price': '2,895'}, {'bedroom': '2', 'price': '4,095'}]",18.48km,"{'walking': '261', 'cycling': '74', 'transit': '63', 'driving': '24'}",2.6(14),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'Package collection', 'With gym ', 'Pets allowed']"
Hollywood Ardmore Apartments,"1850 Whitley Ave, Los Angeles, California(CA) 90028","1,125","[{'bedroom': '1', 'price': '1,125'}]",10.2km,"{'walking': '164', 'cycling': '49', 'transit': '52', 'driving': '23'}",3.6(27),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', '0 service fee', 'Available for short-term rental', 'With gym ']"
Koreatown,"1660 Hillhurst Ave, Los Angeles, California(CA) 90027","1,729","[{'bedroom': 'Studio', 'price': '1,729'}, {'bedroom': '1', 'price': '2,487'}]",8.78km,"{'walking': '114', 'cycling': '37', 'transit': '36', 'driving': '26'}",4.9(33),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'With gym']"
555 Kelton Avenue,"555 Kelton Avenue, Los Angeles, California(CA) 90024","1,175","[{'bedroom': 'Shared', 'price': '1,175'}]",16.33km,"{'walking': '254', 'cycling': '67', 'transit': '69', 'driving': '22'}",3.0(93),"['With window view', 'No service fee', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', '0 service fee', 'With furniture']"
